content,post,postid,postlink,has_tags,thumbsup,comment,retweet,nicknameid,postidname,regis_time,following,follower
"Last week, the SP 500 rose by 0.8% (November performance: +9.1%, YTD 21.5%), while the Euro Stoxx 50 rose by 1.1% (November performance: +8.1%, YTD 20.4%). Equities were supported by continued declines in price pressures and dovish comments from the Fed.",2023/12/4 15:32,1.7317E+18,https://twitter.com/markminervini/status/1731698106058539096,,0,0,0,Halpin Wealth Management,Halpin_Wealth,Tue May 30 14:53:23 +0000 2023,9,34
"Catherine Keating, Global Head of Wealth Management, appeared on @BloombergTV Wall Street Week to discuss why 2023 exceeded market expectations and provide a preview of our 2024 market #outlook. Watch: https://t.co/XVGnYOqti3 https://t.co/DAa27nRNLq",2023/12/4 15:32,1.7317E+18,https://twitter.com/markminervini/status/1731698028291953057,outlook,2,0,0,BNY Mellon Wealth,BNYMellonWealth,Tue May 22 18:30:30 +0000 2012,29396,780
"With some estimates showing that 70% of wealthy families will lose wealth by the second generation, and 90% will lose it by the third, what can creating a strong wealth transfer plan look like?

https://t.co/5UPFnz104i

#RichardsonWealth #FinancialPlanning #WealthManagement https://t.co/eUH3hhmK2D",2023/12/4 15:30,1.7317E+18,https://twitter.com/markminervini/status/1731697416926052792,"RichardsonWealth
FinancialPlanning
WealthManagement",0,0,0,Curtis Tenpenny Wealth Management Group,CurtisTenpenny,Fri Nov 13 03:34:22 +0000 2020,31,33
"The CEO of @Get_Elements says the connections advisors create with clients and their contemporaries is what gives their work true meaning. @justinlmack #wealthtech #RIAs #wealthmanagement #financialadvisors
https://t.co/9BPDQcAQ64",2023/12/4 15:30,1.7317E+18,https://twitter.com/markminervini/status/1731697396730437742,"wealthtech
RIAs
wealthmanagement
financialadvisors",1,0,0,Financial Planning,finplan,Tue Feb 24 20:19:23 +0000 2009,80156,1429
"StatCan released their November labour force survey today, revealing that despite adding 25,000 jobs the Canadian unemployment rate rose to 5.8%, driven by an immigration rate that is now outpacing hiring.

https://t.co/JjHwFqFLmZ

#unemploymentrate #economy #wealthmanagement",2023/12/4 15:29,1.7317E+18,https://twitter.com/markminervini/status/1731697364878926332,"unemploymentrate
economy
wealthmanagement",0,0,0,Wealth Professional Canada,WealthProCA,Wed Jun 12 14:21:09 +0000 2013,3815,403
"As the year-end approaches, a Roth conversion could provide several tax and estate planning advantages. Learn more about the benefits and if a conversion makes sense for you. https://t.co/392oLEEZm8",2023/12/4 15:28,1.7317E+18,https://twitter.com/markminervini/status/1731697035311759705,,0,0,0,Ergood Wealth Management,DougErgood_JMS,Sun Aug 24 15:37:59 +0000 2014,9,14
"Discover the buzz everyone is raving about and seize the opportunity to own your own copy of THE COURSE today! ____
https://t.co/wvA2fzylHp

#TheCourse #wealth #power #success #wealthmanagement #selfhelp #selfhelpbooks #moneymindset #morals  #FinancialSuccess #independentauthor https://t.co/x72fVUTfJd",2023/12/4 15:26,1.7317E+18,https://twitter.com/markminervini/status/1731696364021518562,"TheCourse
wealth
power
success
wealthmanagement
selfhelp
selfhelpbooks
moneymindset
morals
FinancialSuccess
independentauthor",1,0,2,Dennis Torres,DennisTAuthor,Tue Nov 14 15:17:26 +0000 2023,130,330
"""Unfortunately, a soft landing is unlikely,"" Northwestern Mutual Wealth Management CIO @brent_schutte says. ""I don't think the Fed is ready to declare victory on inflation yet."" https://t.co/4EDe4ir2Tj",2023/12/4 15:25,1.7317E+18,https://twitter.com/markminervini/status/1731696290893869386,,14,4,3,Yahoo Finance,YahooFinance,Mon Jan 26 17:44:44 +0000 2009,1715024,304
"Wealth Management Veteran Paul M. Simons Launches PUREfi Wealth, a Boston-based Independent Wealth Advisory Boutique https://t.co/sjzCKiKoxb #ManagementTools",2023/12/4 15:19,1.73169E+18,https://twitter.com/markminervini/status/1731694626057101475,ManagementTools,0,0,0,Business Executive,ExecuteBusiness,Tue Jun 07 08:32:26 +0000 2022,40,222
Skip the guesswork. Embrace data-driven stock insights with our expert Technical Analysis. #SmartInvesting #MoneyMastery,2023/11/7 09:35,1.72182E+18,https://twitter.com/markminervini/status/1721823584098697483,"SmartInvesting
MoneyMastery",45,3,4,Money Mastery,Money__Mastery,Mon Jul 03 17:35:19 +0000 2023,435,2
"A lot can change in a year. As 2024 approaches, let__ schedule time to review your accounts and adjust as needed to keep you on-track. Give us a call and we'll get you scheduled at your earliest convenience. https://t.co/mSUY5fB0Y5",2023/12/4 15:09,1.73169E+18,https://twitter.com/markminervini/status/1731692111798370572,,0,0,0,Fields Wealth Management,CharlaKMcIntyre,Thu Jan 23 19:50:04 +0000 2020,14,31
"__The current standings in the race for the Duke Cupâ¤µï_

Sponsored by Legacy Wealth Management https://t.co/rYHVkQBw1h",2023/12/4 15:17,1.73169E+18,https://twitter.com/markminervini/status/1731694156781637890,,1,0,0,Ulster Hockey,UlsterHockey,Wed Jan 26 08:33:07 +0000 2011,9216,1202
"While women make up only 15% of #wealthManagement advisors in Canada, @WealthProCA  had no trouble identifying 2023's Top 50 Leading Women in Wealth, and what makes them stand out. #MondayMotivation  https://t.co/E5ZtmkEJBz https://t.co/VZASaKsxky",2023/12/4 15:07,1.73169E+18,https://twitter.com/markminervini/status/1731691578551406929,"wealthManagement
MondayMotivation",1,0,1,MMF,MMFUofT,Thu Oct 22 17:25:49 +0000 2015,80,245
What is a bond? https://t.co/PuodT0uNa4,2023/12/4 15:06,1.73169E+18,https://twitter.com/markminervini/status/1731691409348935769,,0,0,0,GLENSTONE Wealth Management,GlenstoneWealth,Wed Jun 03 12:11:58 +0000 2020,13,28
"Monday Motivation from your financial advisor, Jeff Clark.

""You are never too old to set another goal or to dream a new dream.""  Malala Yousafzai

#Trinity #Tampa https://t.co/oFWeHx69lk",2023/12/4 15:04,1.73169E+18,https://twitter.com/markminervini/status/1731690825854095788,"Trinity
Tampa",0,0,0,CarriageGate Wealth Management,JeffClark_CGWM,Wed Aug 07 17:02:22 +0000 2013,24,29
"Wealth Management Veteran Paul M. Simons Launches PUREfi Wealth, a Boston-based Independent Wealth Advisory Boutique https://t.co/vuPzM0pkel https://t.co/8ofsey4t7F",2023/12/4 15:02,1.73169E+18,https://twitter.com/markminervini/status/1731690394977706159,,0,0,0,Latest News from Business Wire,NewsFromBW,Wed Mar 21 03:21:53 +0000 2018,3189,26
"For cookies, are you team savoury or team sweet? Comment below with your favourite cookie, and register now to join Anna Olson as she prepares a few of her favourite savoury and
sweet festive recipes on Dec. 8th at 5:00 MT.
https://t.co/LlDbHBZty7 https://t.co/bSLcG2ToV3",2023/12/4 15:01,1.73169E+18,https://twitter.com/markminervini/status/1731690225817002110,,0,0,0,Tyrel McLelland - IG Wealth Management,TyrelMclelland,Mon Nov 14 07:30:53 +0000 2016,74,178
"As we come near to the end of the year, keep your eyes on the prize for what you want in 2024!

#balamboost #motivationmonday #2024 https://t.co/Yd8mIeJxzE",2023/12/4 15:00,1.73169E+18,https://twitter.com/markminervini/status/1731689896962588806,"balamboost
motivationmonday",0,0,0,Balam Wealth Management,BalamWealthMgmt,Mon Dec 14 20:37:45 +0000 2020,23,0
"""If the world were clear, art would not exist.""
- Albert Camus

Absolute clarity is boring. It - probably - doesn't exist. Art (and creativity) thrive near the edge... just beyond the obvious. 

We need tools to deal with ambiguity: Enter Approximation. 

https://t.co/AX9XeGd7Hg",2023/11/25 16:32,1.72845E+18,https://twitter.com/markminervini/status/1728451478980067489,,140,2,7,Ahmad Hijazi | Ø£Ø­_Ø¯ Ø­Ø¬Ø§Ø²_,_AhmadHijazi,Wed Mar 23 18:54:33 +0000 2011,33215,328
"Are you missing out on 401(k) __reebies_? In this Wall Street Journal article, Ameriprise Senior Vice President of Financial Advice Strategy and Marketing Marcy Keckler shares the importance of getting your full employer-match.

#MCM
#MoneyCountingMonday https://t.co/UmmRUzZaXr",2023/12/4 15:00,1.73169E+18,https://twitter.com/markminervini/status/1731689930663833793,"MCM
MoneyCountingMonday",0,0,0,KRS Wealth Management,KRSWEALTHMGMT,Thu Oct 14 15:58:54 +0000 2021,12,6
"For 2023, consumers are predicted to spend less through the holiday season than in 2022 - this opinion piece provides a unique perspective.

https://t.co/YPiNvsFoaz

#assets #smallbusiness #personalfinance #tips #wealthmanagement #financialplanning #netwealth #newburyport #MA",2023/12/4 15:00,1.73169E+18,https://twitter.com/markminervini/status/1731690017464983989,"assets
smallbusiness
personalfinance
tips
wealthmanagement
financialplanning
netwealth
newburyport
MA",0,0,0,Stu Steinberg,ERockFin,Fri Jul 24 01:06:48 +0000 2009,537,1227
Join us in wishing a happy birthday to our Administrative Assistant Anna! Here are a few of her favorite songs: https://t.co/kegSj1Oo8G,2023/12/4 15:00,1.73169E+18,https://twitter.com/markminervini/status/1731689889782026528,,0,0,0,Pennington Wealth Management,Team_Pennington,Wed Mar 01 16:54:29 +0000 2023,3,1
"Friendly reminder _!
The SECURE Act 2.0, published in December 2022, made some changes to the regulations surrounding Required Minimum Distributions (RMDs). If you have any questions about your personal circumstances reach out to us - https://t.co/s2KEpa6oYj https://t.co/zJPcZcUVGo",2023/12/4 15:00,1.73169E+18,https://twitter.com/markminervini/status/1731689885101179362,,0,0,0,North Pointe Wealth Management,pointe_wealth,Thu Oct 07 17:32:37 +0000 2021,12,26
"Reminder: IRA Required Minimum Distributions are due on Sunday, December 31st!

Have questions about your RMD? We are happy to help. Give us a call today: (605) 718-8358 https://t.co/OZwVZLD4Va",2023/12/4 15:00,1.73169E+18,https://twitter.com/markminervini/status/1731689882186113099,,0,0,0,Pioneer Wealth Management,PioneerWealthM,Tue May 24 18:38:46 +0000 2022,19,2
"In the world of investing, the ""holiday effect,"" as it is often referred to, is a phenomenon where stock prices see an increase right before a major holiday. No matter the cause of this uptick, it is essential to be prepared for it, here are our tips: 
https://t.co/QLzDiDxWQT https://t.co/4A1raf5DO6",2023/12/4 15:00,1.73169E+18,https://twitter.com/markminervini/status/1731689839106351442,,0,0,0,Flournoy Wealth Management,FlournoyWealth,Mon Mar 22 18:40:13 +0000 2021,34,78
"Have you read this week's market commentary? On a weekly basis, we cover insights and thoughts on market news. Check it out here! https://t.co/cEuFJjEcqy

#AfterTaxwealthManagement #ItsWhatYouKeepThatMatters #weeklymarketcommentary https://t.co/siEZGyGKK5",2023/12/4 15:00,1.73169E+18,https://twitter.com/markminervini/status/1731689837571321874,"AfterTaxwealthManagement
ItsWhatYouKeepThatMatters
weeklymarketcommentary",0,0,0,After-Tax Wealth Management,After_Tax_Wlth,Wed Jun 02 17:39:20 +0000 2021,18,24
Calling all job seekers! Click here to view our interactive job map and find an opportunity near you: https://t.co/0jZEmeatEZ #ComericaJobs #DiversityMatters #WealthManagement https://t.co/sPdFuSoJS6,2023/12/4 15:00,1.73169E+18,https://twitter.com/markminervini/status/1731689837374181486,"ComericaJobs
DiversityMatters
WealthManagement",0,0,0,Comerica Jobs,ComericaJobs,Mon Dec 22 18:08:52 +0000 2014,3433,0
Friendly Reminder! https://t.co/f4h5W2Gra5,2023/12/4 15:00,1.73169E+18,https://twitter.com/markminervini/status/1731689829455266044,,0,0,0,Wendell Charles Wealth Management,wcfinancial,Thu Jan 06 06:00:48 +0000 2011,135,141
"We're proud to announce we have a new Client Service Manager joining the team.  Please welcome Nellie Gaeke!  As a Client Service Manager, Nellie assists all service-related needs of Annex Wealth Management clients. 

#annexwealthmanagement #newhire #topworkplaces #wisconsin https://t.co/5fs7E2Y5ok",2023/12/4 15:00,1.73169E+18,https://twitter.com/markminervini/status/1731689824887644478,"annexwealthmanagement
newhire
topworkplaces
wisconsin",0,0,0,Annex Wealth Management,AnnexWealth,Tue Jan 17 21:45:34 +0000 2023,24,35
"Andrew Feindel, Portfolio Manager and Investment Advisor with Richie Feindel Wealth Management at Richardson Wealth, writes that examining the psychology behind home bias may help position a portfolio for success.

https://t.co/ihXO48NGxr

#RichardsonWealth #InvestmentStrategies",2023/12/4 14:57,1.73169E+18,https://twitter.com/markminervini/status/1731689144760279318,"RichardsonWealth
InvestmentStrategies",0,0,0,Richardson Wealth,NextGenOfWealth,Fri Sep 28 14:28:54 +0000 2012,880,225
"4 steps to smarter investing: Expert TA, Fortune 500 SWOT, curated tech trends, all in quick reads. Transform your stocks portfolio with Money Mastery. #InvestmentInsights #TimeSaver",2023/11/7 09:15,1.72182E+18,https://twitter.com/markminervini/status/1721818757276864679,"InvestmentInsights
TimeSaver",74,12,9,Money Mastery,Money__Mastery,Mon Jul 03 17:35:19 +0000 2023,435,2
"You might not be ready to start your 2023 tax return, but the IRS has released new tax brackets for 2024 (the return you__l file in 2025). If you__e ready to look that far ahead, check out the inflation adjustments__nd what they mean for your taxes__ere: https://t.co/Aw8lFfYOS1",2023/12/4 15:00,1.73169E+18,https://twitter.com/markminervini/status/1731689820785705131,,0,0,0,"Capital Wealth Management, LLC",CapitalWealthCT,Mon Dec 19 19:20:43 +0000 2011,133,20
"As loved ones get older, families often find themselves providing more support, especially with finances. Working with the whole family is so important to us here at Skyeburst!

Here are four important actions to consider as you_support a loved ones' financial needs. https://t.co/KWcz20yrGs",2023/12/4 14:58,1.73169E+18,https://twitter.com/markminervini/status/1731689394640232715,,1,0,0,Skyeburst Wealth Management,skyeburstwealth,Mon Jul 10 17:09:37 +0000 2017,123,297
"Behavioural finance specialists, Oxford Risk and partners, Investec reveal research that highlights four main types of investor categories based on their behaviours - https://t.co/WQ7lEsBQpX #BehaviouralFinance #BeFi #FinancialAdvice #FinancialPlanning #WealthManagement https://t.co/UFy6rayJ4I",2023/12/4 15:00,1.73169E+18,https://twitter.com/markminervini/status/1731689822081716409,"BehaviouralFinance
BeFi
FinancialAdvice
FinancialPlanning
WealthManagement",0,0,1,Oxford Risk,OxfordRiskLtd,Wed Jun 22 11:47:33 +0000 2011,2630,3220
Our Investment Strategy Group discusses the latest market and economic news in its weekly update. Read more. https://t.co/8eEE2Cpk9b,2023/12/4 14:56,1.73169E+18,https://twitter.com/markminervini/status/1731688977193660418,,0,0,0,Stirling Wealth Management,Stirling_Janney,Thu Nov 06 16:10:34 +0000 2014,31,90
"Sync Wave with Wix to connect your financial data with your sales activities and maximize the value of both Wave and Wix. Fast, easy, and free!",2023/12/2 23:00,1.73109E+18,https://twitter.com/markminervini/status/1731085839029997988,,22,0,3,Making Wave Talk,MakingWaveTalk,Tue Oct 31 11:59:20 +0000 2023,37,2
Advisor Andrea Freiman joins UBS Private Wealth Management in Miami https://t.co/0Opv31O0dy https://t.co/SkUXxeH8kR,2023/12/4 14:56,1.73169E+18,https://twitter.com/markminervini/status/1731688909669855352,,0,0,0,Latest News from Business Wire,NewsFromBW,Wed Mar 21 03:21:53 +0000 2018,3189,26
Advisor Andrea Freiman joins UBS Private Wealth Management in Miami    $UBS    https://t.co/Q6UM1xsgq0,2023/12/4 14:55,1.73169E+18,https://twitter.com/markminervini/status/1731688646317593037,,0,0,0,Crwe World,CrweWorld,Tue Aug 18 10:21:05 +0000 2015,1211,2006
